t	u	y
474.5	71.46060526	104.7356415
475	71.46060526	104.0143395
475.5	71.46060526	103.7245786
476	71.46060526	105.6966666
476.5	71.46060526	106.3724493
477	71.46060526	101.5618428
477.5	71.46060526	103.7848109
478	71.46060526	104.2103705
478.5	71.46060526	99.96761834
479	71.46060526	101.7418336
479.5	71.46060526	103.0193914
480	71.46060526	100.2298221
480.5	71.46060526	98.15499925
481	71.46060526	99.03988261
481.5	71.46060526	102.5786068
482	71.46060526	101.9512221
482.5	71.46060526	101.8092955
483	71.46060526	105.6149318
483.5	71.46060526	105.9618385
484	71.46060526	107.1964498
484.5	71.46060526	107.380042
485	71.46060526	107.887855
485.5	71.46060526	110.8218109
486	71.46060526	104.6513492
486.5	71.46060526	101.9242872
487	71.46060526	103.6820309
487.5	71.46060526	105.3988517
488	71.46060526	114.8680986
488.5	71.46060526	106.8296584
489	71.46060526	114.125614
489.5	71.46060526	112.5957091
490	71.46060526	107.1464431
490.5	71.46060526	106.1158913
491	71.46060526	106.7264058
491.5	71.46060526	102.9626005
492	71.46060526	103.0581469
492.5	71.46060526	105.0841133
493	71.46060526	96.39304276
493.5	71.46060526	98.54526058
494	71.46060526	96.39031533
494.5	71.46060526	103.1595555
495	71.46060526	95.30941591
495.5	71.46060526	95.04362114
496	71.46060526	97.60611283
496.5	71.46060526	100.1388049
497	71.46060526	106.2287646
497.5	71.46060526	104.673256
498	71.46060526	105.831998
498.5	71.46060526	109.0751006
499	71.46060526	103.0458495
499.5	71.46060526	105.5186192
500	71.46060526	100.2870465
500.5	71.46060526	95.7656648
501	71.46060526	98.51952296
501.5	71.46060526	102.9439905
502	71.46060526	105.9577855
502.5	71.46060526	102.4737077
503	71.46060526	102.924089
503.5	71.46060526	105.3555457
504	71.46060526	111.4698896
504.5	71.46060526	119.2517589
505	71.46060526	110.3333735
505.5	71.46060526	107.5446069
506	71.46060526	104.3254425
506.5	71.46060526	103.607169
507	71.46060526	103.8047786
507.5	71.46060526	108.0996988
508	71.46060526	105.2959329
508.5	71.46060526	102.7559459
509	71.46060526	103.345342
509.5	71.46060526	108.4738049
510	71.46060526	115.7903655
510.5	71.46060526	115.8385415
511	71.46060526	112.8823783
511.5	71.46060526	102.8900994
512	71.46060526	110.9149125
512.5	71.46060526	111.4048042
513	71.46060526	108.9704072
513.5	71.46060526	105.5442998
514	71.46060526	105.0255305
514.5	71.46060526	103.547211
515	71.46060526	100.7586091
515.5	71.46060526	104.1313093
516	71.46060526	100.65662
516.5	71.46060526	93.62902187
517	71.46060526	100.3552933
517.5	71.46060526	105.2584513
518	71.46060526	110.9607175
518.5	71.46060526	110.6469775
519	71.46060526	109.8929913
519.5	71.46060526	101.8509798
520	71.46060526	108.9966878
520.5	71.46060526	106.5467854
521	71.46060526	104.2144125
521.5	71.46060526	109.224152
522	71.46060526	112.3911446
522.5	71.46060526	106.4798117
523	71.46060526	108.5045679
523.5	71.46060526	97.94033052
524	71.46060526	93.49864598
524.5	71.46060526	95.01136063
525	71.46060526	103.8699913
525.5	71.46060526	111.8106807
526	71.46060526	114.9456373
526.5	71.46060526	111.6288863
527	71.46060526	107.8166375
527.5	71.46060526	106.9849075
528	71.46060526	102.4384163
528.5	82.95425734	106.5244912
529	82.95425734	114.3114498
529.5	82.95425734	116.6952316
530	82.95425734	121.0053061
530.5	82.95425734	126.9232622
531	82.95425734	131.5219164
531.5	82.95425734	133.9365864
532	82.95425734	141.8755711
532.5	82.95425734	133.3648426
533	82.95425734	132.968031
533.5	82.95425734	118.835367
534	82.95425734	119.1099789
534.5	82.95425734	129.4530838
535	82.95425734	130.8414995
535.5	82.95425734	127.3582441
536	82.95425734	123.2408799
536.5	82.95425734	126.3924618
537	82.95425734	120.2171363
537.5	82.95425734	119.8093478
538	82.95425734	117.2764576
538.5	82.95425734	123.5569038
539	82.95425734	126.7853543
539.5	82.95425734	127.0415101
540	82.95425734	129.6975704
540.5	82.95425734	128.3514045
541	82.95425734	120.0057524
541.5	82.95425734	121.5334156
542	82.95425734	121.7647626
542.5	82.95425734	117.5169436
543	82.95425734	117.347955
543.5	82.95425734	119.6886167
544	82.95425734	127.5280895
544.5	82.95425734	122.8898417
545	82.95425734	120.4155552
545.5	82.95425734	117.0120245
546	82.95425734	114.7974411
546.5	82.95425734	116.0402237
547	82.95425734	112.5449657
547.5	82.95425734	117.6403394
548	82.95425734	122.8398629
548.5	82.95425734	123.8193116
549	82.95425734	122.4217182
549.5	82.95425734	123.6237349
550	82.95425734	119.6502494
550.5	82.95425734	128.4457342
551	82.95425734	125.9113057
551.5	82.95425734	125.1186487
552	82.95425734	124.038343
552.5	82.95425734	128.5618514
553	82.95425734	128.1573076
553.5	82.95425734	132.6172655
554	82.95425734	124.4956579
554.5	82.95425734	124.6920751
555	82.95425734	122.1769657
555.5	82.95425734	123.5272829
556	82.95425734	128.7812382
556.5	82.95425734	131.0254077
557	82.95425734	130.5798216
557.5	82.95425734	129.2416751
558	82.95425734	129.9075794
558.5	82.95425734	129.0155614
559	82.95425734	127.5478703
559.5	82.95425734	131.9054957
560	82.95425734	123.7787372
560.5	82.95425734	121.5226759
561	82.95425734	120.6047713
561.5	82.95425734	124.558786
562	82.95425734	125.4401384
562.5	82.95425734	126.1570266
563	82.95425734	118.2898952
563.5	82.95425734	117.2613694
564	82.95425734	123.8964279
564.5	82.95425734	124.4386157
565	82.95425734	119.2258004
565.5	82.95425734	119.0735712
566	82.95425734	118.699197
566.5	82.95425734	114.9509487
567	82.95425734	118.5430008
567.5	82.95425734	122.8079753
568	82.95425734	133.303473
568.5	82.95425734	135.8477575
569	82.95425734	133.8544763
569.5	82.95425734	128.1692332
570	82.95425734	125.6549827
570.5	82.95425734	127.9157449
571	82.95425734	132.0659899
571.5	82.95425734	130.9098557
572	82.95425734	125.1717537
572.5	82.95425734	125.7502453
573	82.95425734	121.8282702
573.5	82.95425734	118.2201703
574	82.95425734	113.7171096
574.5	82.95425734	109.5352426
575	82.95425734	118.5111111
575.5	82.95425734	119.2867623
576	82.95425734	113.7957591
576.5	82.95425734	120.4679257
577	82.95425734	112.1655691
577.5	82.95425734	123.3867758
578	82.95425734	127.5042757
578.5	82.95425734	122.3741399
579	82.95425734	117.5140189
579.5	82.95425734	122.3310382
580	82.95425734	114.8790255
580.5	82.95425734	111.5112246
581	82.95425734	110.0860357
581.5	82.95425734	111.4113063
582	82.95425734	121.6647651
582.5	82.95425734	129.2016808
583	82.95425734	135.0728462
583.5	82.95425734	133.5008584
584	82.95425734	125.2447508
584.5	82.95425734	125.2585038
585	82.95425734	114.2283424
585.5	82.95425734	123.8099666
586	82.95425734	134.7241029
586.5	82.95425734	139.5497289
587	82.95425734	132.8083622
587.5	82.95425734	122.7138311
588	82.95425734	122.5074782
588.5	82.95425734	129.2746606
589	82.95425734	125.3083438
589.5	82.95425734	122.5421125
590	82.95425734	122.2311545
590.5	82.95425734	122.462891
591	82.95425734	113.7201662
591.5	82.95425734	118.3727022
592	82.95425734	115.9021159
592.5	82.95425734	121.5208032
593	82.95425734	117.5688765
593.5	82.95425734	124.1517537
594	82.95425734	122.9123004
594.5	82.95425734	116.78961
595	82.95425734	114.7890085
595.5	82.95425734	120.2129272
596	82.95425734	126.2320721
596.5	82.95425734	126.1751715
597	82.95425734	123.527403
597.5	82.95425734	124.5253788
598	82.95425734	126.6542437
598.5	82.95425734	121.8181213
599	82.95425734	125.8234803
599.5	82.95425734	124.2170171
600	82.95425734	127.9087725
600.5	82.95425734	121.9019878
601	82.95425734	125.6229794
601.5	82.95425734	126.917337
602	82.95425734	126.1204212
602.5	82.95425734	122.2600676
603	82.95425734	122.6460637
603.5	82.95425734	119.7100586
604	82.95425734	119.4994207
604.5	82.95425734	120.47693
605	82.95425734	116.2641232
605.5	82.95425734	108.6396748
606	82.95425734	115.5138905
606.5	82.95425734	124.3755762
607	82.95425734	122.4339184
607.5	82.95425734	124.2037364
608	82.95425734	115.1656558
608.5	82.95425734	118.4981062
609	82.95425734	120.2857266
609.5	82.95425734	123.7769467
610	82.95425734	129.4594338
610.5	82.95425734	127.2467658
611	82.95425734	117.0416412
611.5	82.95425734	112.5951177
612	82.95425734	120.0319362
612.5	57.19730421	111.4990645
613	57.19730421	98.12949216
613.5	57.19730421	96.45039041
614	57.19730421	84.54006162
614.5	57.19730421	82.32060332
615	57.19730421	86.90614581
615.5	57.19730421	83.92362969
616	57.19730421	78.96917184
616.5	57.19730421	82.33215891
617	57.19730421	86.4848355
617.5	57.19730421	88.82867028
618	57.19730421	86.174021
618.5	57.19730421	83.62672466
619	57.19730421	86.22512435
619.5	57.19730421	87.50247248
620	57.19730421	94.70921726
620.5	57.19730421	89.14906806
621	57.19730421	84.65078408
621.5	57.19730421	83.687007
622	57.19730421	86.15329299
622.5	57.19730421	85.02643541
623	57.19730421	80.76497957
623.5	57.19730421	89.30608622
624	57.19730421	82.19091269
624.5	57.19730421	87.91975118
625	57.19730421	79.91092762
625.5	57.19730421	85.50967049
626	57.19730421	86.56362227
626.5	44.40061051	76.06398141
627	44.40061051	66.59015582
627.5	44.40061051	66.12395472
628	44.40061051	67.92865328
628.5	44.40061051	68.59386497
629	44.40061051	62.55544606
629.5	44.40061051	70.14822695
630	44.40061051	69.87862808
630.5	44.40061051	66.99742741
631	44.40061051	67.42627601
631.5	44.40061051	59.52934945
632	44.40061051	57.34624661
632.5	44.40061051	60.17224388
633	44.40061051	58.32709457
633.5	44.40061051	59.37592801
634	44.40061051	67.94873646
634.5	44.40061051	69.54498952
635	44.40061051	64.94362425
635.5	44.40061051	62.57330066
636	44.40061051	65.26469316
636.5	44.40061051	63.85729991
637	44.40061051	65.09212654
637.5	44.40061051	66.18026961
638	44.40061051	73.44849076
638.5	44.40061051	66.54109686
639	44.40061051	60.32320353
639.5	44.40061051	60.39543207
640	44.40061051	66.166825
640.5	44.40061051	62.0778726
641	44.40061051	67.03960947
641.5	44.40061051	65.74848637
642	44.40061051	64.78019706
642.5	44.40061051	70.71178238
643	44.40061051	65.38932873
643.5	44.40061051	61.37988459
644	44.40061051	53.38799785
644.5	44.40061051	50.41806424
645	44.40061051	59.8630198
645.5	44.40061051	49.15906715
646	44.40061051	55.2622741
646.5	44.40061051	62.97106036
647	44.40061051	64.3444617
647.5	44.40061051	72.4304955
648	44.40061051	64.69641212
648.5	44.40061051	68.7372223
649	44.40061051	68.11095383
649.5	44.40061051	67.8709393
650	44.40061051	71.055105
650.5	44.40061051	64.79987944
651	44.40061051	65.91415277
651.5	44.40061051	66.6765907
652	44.40061051	68.83731414
652.5	44.40061051	71.53645112
653	44.40061051	63.06432037
653.5	44.40061051	62.33177129
654	44.40061051	68.00282666
654.5	44.40061051	73.29854543
655	44.40061051	72.64863083
655.5	44.40061051	75.04930891
656	44.40061051	74.35901475
656.5	44.40061051	70.04884745
657	44.40061051	64.3783883
657.5	44.40061051	68.88593661
658	44.40061051	64.82755164
658.5	44.40061051	57.75414799
659	44.40061051	61.17316493
659.5	44.40061051	62.24393863
660	44.40061051	67.20669364
660.5	44.40061051	69.0497112
661	44.40061051	72.09514742
661.5	44.40061051	68.36010365
662	44.40061051	67.17650781
662.5	44.40061051	71.57672264
663	44.40061051	73.42888684
663.5	44.40061051	72.56736582
664	44.40061051	75.79503704
664.5	44.40061051	74.34762905
665	44.40061051	73.8637546
665.5	44.40061051	77.71802588
666	44.40061051	74.33427479
666.5	44.40061051	71.32590887
667	44.40061051	64.82869791
667.5	44.40061051	57.31089717
668	44.40061051	72.96705388
668.5	44.40061051	71.93418823
669	44.40061051	77.46115157
669.5	44.40061051	69.3320478
670	44.40061051	67.79910613
670.5	44.40061051	65.75396556
671	44.40061051	66.68617186
671.5	44.40061051	55.18377346
672	44.40061051	59.77187749
672.5	44.40061051	60.64407041
673	44.40061051	64.68244977
673.5	44.40061051	71.71777897
674	44.40061051	67.82239097
674.5	44.40061051	67.46427171
675	44.40061051	64.84100234
675.5	44.40061051	63.94147462
676	44.40061051	60.05248257
676.5	44.40061051	65.707158
677	44.40061051	65.6430721
677.5	44.40061051	68.62321504
678	44.40061051	74.81275142
678.5	44.40061051	76.99420606
679	44.40061051	71.84582534
679.5	44.40061051	68.24429603
680	44.40061051	70.08533597
680.5	44.40061051	67.80228993
681	44.40061051	73.90247144
681.5	44.40061051	79.40971129
682	44.40061051	75.50924617
682.5	44.40061051	68.81353861
683	44.40061051	68.386879
683.5	44.40061051	67.52488518
684	44.40061051	65.65092033
684.5	44.40061051	63.66213034
685	44.40061051	72.76757009
685.5	44.40061051	71.54311609
686	44.40061051	73.36584871
686.5	44.40061051	74.9553201
687	44.40061051	68.92755016
687.5	44.40061051	69.81095722
688	44.40061051	62.41710524
688.5	44.40061051	70.04364896
689	44.40061051	68.84684604
689.5	44.40061051	65.02341276
690	44.40061051	70.23419846
690.5	44.40061051	73.07895838
691	44.40061051	63.21518506
691.5	44.40061051	60.03880194
692	44.40061051	58.7695662
692.5	44.40061051	62.63770103
693	44.40061051	66.6785074
693.5	44.40061051	74.43388245
694	44.40061051	67.97475039
694.5	44.40061051	65.54242653
695	44.40061051	69.32669281
695.5	44.40061051	62.91370148
696	44.40061051	61.79060451
696.5	44.40061051	64.48311284
697	44.40061051	64.9391444
697.5	44.40061051	67.30781032
698	44.40061051	64.35018739
698.5	44.40061051	59.34224917
699	44.40061051	59.45066365
699.5	44.40061051	58.81838411
700	44.40061051	60.84370614
700.5	44.40061051	67.85779235
701	44.40061051	69.16939873
701.5	44.40061051	65.63386764
702	44.40061051	70.20082478
702.5	44.40061051	77.52948278
703	44.40061051	71.00963013
703.5	44.40061051	70.87622037
704	44.40061051	73.59789929
704.5	58.95254677	85.43681147
705	58.95254677	87.48090368
705.5	58.95254677	90.26144722
706	58.95254677	101.0740385
706.5	58.95254677	91.06873082
707	58.95254677	93.60262764
707.5	58.95254677	91.19926945
708	58.95254677	91.35904981
708.5	58.95254677	90.51862039
709	58.95254677	87.755413
709.5	58.95254677	85.33529074
710	58.95254677	95.45180719
710.5	58.95254677	90.27715419
711	58.95254677	93.45051555
711.5	58.95254677	87.16319539
712	58.95254677	90.7212228
712.5	58.95254677	92.63755771
713	58.95254677	93.91379622
713.5	58.95254677	95.94297321
714	58.95254677	97.75195128
714.5	58.95254677	85.40585311
715	58.95254677	88.41694441
715.5	58.95254677	88.22537567
716	58.95254677	82.94165791
716.5	58.95254677	86.29781901
717	58.95254677	91.9158636
717.5	58.95254677	93.999325
718	58.95254677	85.62012865
718.5	58.95254677	93.47645762
719	58.95254677	89.02137227
719.5	58.95254677	85.73116528
720	58.95254677	84.90054059
720.5	58.95254677	88.74777379
721	58.95254677	92.05756697
721.5	58.95254677	90.02062365
722	58.95254677	84.51189177
722.5	58.95254677	89.22022265
723	58.95254677	95.63921423
723.5	58.95254677	94.26181115
724	58.95254677	95.35566448
724.5	58.95254677	88.92366975
725	58.95254677	85.19750496
725.5	58.95254677	95.9766319
726	58.95254677	89.50758082
726.5	58.95254677	88.75299629
727	58.95254677	87.21225006
727.5	58.95254677	85.39164711
728	58.95254677	85.3707352
728.5	58.95254677	89.07446712
729	58.95254677	86.63236601
729.5	58.95254677	79.34771604
730	58.95254677	83.42835197
730.5	58.95254677	84.87645869
731	58.95254677	86.7307459
731.5	58.95254677	89.8204612
732	58.95254677	96.09673406
732.5	58.95254677	95.37677535
733	58.95254677	98.67648058
733.5	58.95254677	96.29328374
734	58.95254677	86.27917285
734.5	58.95254677	79.98092466
735	58.95254677	78.12045632
735.5	58.95254677	88.46349926
736	58.95254677	92.81358445
736.5	58.95254677	89.59457591
737	58.95254677	84.4312006
737.5	58.95254677	77.05412774
738	58.95254677	80.27602659
738.5	58.95254677	85.86025746
739	58.95254677	86.90875894
739.5	58.95254677	87.51140795
740	58.95254677	91.73456719
740.5	58.95254677	90.30945336
741	58.95254677	84.38749806
741.5	58.95254677	84.45097435
742	58.95254677	86.49048532
742.5	58.95254677	89.61916133
743	58.95254677	88.58237689
743.5	58.95254677	89.4144858
744	58.95254677	88.68236501
744.5	58.95254677	88.28102855
745	58.95254677	90.65238761
745.5	58.95254677	93.31102675
746	58.95254677	93.42777885
746.5	58.95254677	87.79207434
747	58.95254677	80.72609819
747.5	58.95254677	85.67898219
748	58.95254677	82.49589991
748.5	58.95254677	81.39715713
749	58.95254677	83.78154414
749.5	58.95254677	80.93155144
750	58.95254677	85.73204903
750.5	58.95254677	79.8754908
751	58.95254677	85.08551313
751.5	58.95254677	89.25717515
752	58.95254677	91.89532914
752.5	58.95254677	88.85209306
753	58.95254677	92.49967115
753.5	58.95254677	101.5963303
754	58.95254677	102.653558
754.5	58.95254677	84.47843877
755	58.95254677	82.05945939
755.5	58.95254677	86.02925761
756	58.95254677	90.99279151
756.5	58.95254677	87.80963746
757	58.95254677	90.15789974
757.5	58.95254677	87.5005397
758	58.95254677	83.50727419
758.5	58.95254677	83.42676546
759	58.95254677	82.51486699
759.5	58.95254677	82.79998021
760	58.95254677	83.59972719
760.5	58.95254677	89.19155732
761	58.95254677	90.28837582
761.5	58.95254677	92.65520933
762	58.95254677	93.52873446
762.5	58.95254677	89.05466389
763	58.95254677	92.24818267
763.5	58.95254677	86.07047185
764	58.95254677	86.32762468
764.5	58.95254677	85.66741977
765	58.95254677	90.9900145
765.5	58.95254677	86.28454598
766	58.95254677	84.34824346
766.5	58.95254677	84.2162203
767	58.95254677	85.82228463
767.5	58.95254677	85.83667297
768	58.95254677	90.43625696
768.5	58.95254677	95.313661
769	58.95254677	86.37716133
769.5	58.95254677	80.8763918
770	58.95254677	84.66323011
770.5	58.95254677	84.74072515
771	58.95254677	89.3923697
771.5	58.95254677	82.01886078
772	58.95254677	89.07496234
772.5	58.95254677	84.362365
773	58.95254677	89.24496191
773.5	58.95254677	93.66418776
774	58.95254677	98.89259219
774.5	58.95254677	88.65536157
775	58.95254677	82.21128555
775.5	58.95254677	85.78010416
776	58.95254677	82.66434953
776.5	58.95254677	84.82731038
777	58.95254677	83.7633087
777.5	58.95254677	85.12069478
778	58.95254677	82.62782855
778.5	58.95254677	82.27315849
779	58.95254677	85.72551983
779.5	58.95254677	86.52977715
780	58.95254677	81.51032937
780.5	58.95254677	79.59876278
781	58.95254677	83.20396636
781.5	58.95254677	88.56136638
782	58.95254677	82.82657171
782.5	58.95254677	86.25967743
783	58.95254677	78.07869277
783.5	58.95254677	87.60701769
784	58.95254677	85.16123079
784.5	58.95254677	94.72567898
785	58.95254677	96.36749453
785.5	58.95254677	94.21105136
786	58.95254677	95.18577303
786.5	58.95254677	94.92260001
787	58.95254677	95.95643883
787.5	58.95254677	88.94023712
788	58.95254677	90.66647259
788.5	58.95254677	92.89018526
789	58.95254677	90.77275651
789.5	58.95254677	88.92112911
790	58.95254677	81.2067685
790.5	58.95254677	81.75246922
791	58.95254677	87.94778009
791.5	58.95254677	84.70910741
792	58.95254677	86.78243614
792.5	58.95254677	89.84033604
793	58.95254677	88.02850275
793.5	91.31561987	111.1263851
794	91.31561987	131.5066794
794.5	91.31561987	131.3932339
795	91.31561987	137.8834628
795.5	91.31561987	138.7769873
796	91.31561987	140.8415114
796.5	91.31561987	128.6398754
797	91.31561987	133.6318176
797.5	91.31561987	140.008493
798	91.31561987	138.4833916
798.5	91.31561987	135.202341
799	91.31561987	127.0477194
799.5	91.31561987	125.018342
800	91.31561987	134.5826587
800.5	91.31561987	138.1516119
801	91.31561987	141.8478982
801.5	91.31561987	136.0071944
802	91.31561987	132.4547166
802.5	91.31561987	129.9581288
803	91.31561987	131.5497383
803.5	91.31561987	132.9355223
804	91.31561987	137.8028982
804.5	91.31561987	136.0241664
805	91.31561987	127.5316916
805.5	91.31561987	129.4887578
806	91.31561987	129.910088
806.5	91.31561987	128.4376522
807	91.31561987	130.4683302
807.5	91.31561987	129.2832219
808	91.31561987	127.0536152
808.5	91.31561987	134.7253102
809	91.31561987	136.6873985
809.5	91.31561987	134.5159006
810	91.31561987	129.2285137
810.5	91.31561987	130.7805258
811	91.31561987	127.8416926
811.5	91.31561987	126.2275075
812	91.31561987	126.0371933
812.5	91.31561987	127.0861199
813	91.31561987	124.0315253
813.5	91.31561987	123.5670619
814	91.31561987	127.3483268
814.5	91.31561987	135.1990542
815	91.31561987	131.6404195
815.5	91.31561987	137.3000141
816	91.31561987	135.0554046
816.5	91.31561987	131.5996638
817	91.31561987	127.3937602
817.5	91.31561987	132.0443655
818	91.31561987	142.4416178
818.5	91.31561987	140.781921
819	53.80998563	112.0529876
819.5	53.80998563	86.6928144
820	53.80998563	79.68502534
820.5	53.80998563	85.57282337
821	53.80998563	88.3165395
821.5	53.80998563	80.45178736
822	53.80998563	71.66484977
822.5	53.80998563	67.68612711
823	53.80998563	67.45851085
823.5	53.80998563	69.63067048
824	53.80998563	73.20664115
824.5	53.80998563	77.68457572
825	53.80998563	74.3328241
825.5	53.80998563	78.71419096
826	53.80998563	81.44424114
826.5	53.80998563	81.12029904
827	53.80998563	86.35598328
827.5	53.80998563	82.11443179
828	53.80998563	83.11789761
828.5	53.80998563	77.64333624
829	53.80998563	66.05969236
829.5	53.80998563	70.42270982
830	53.80998563	71.24291147
830.5	53.80998563	75.83557924
831	53.80998563	74.27302628
831.5	53.80998563	83.81172343
832	53.80998563	84.08150014
832.5	53.80998563	76.4790073
833	53.80998563	74.3013789
833.5	53.80998563	78.93221829
834	53.80998563	85.38201212
834.5	53.80998563	87.14455186
835	53.80998563	88.18216191
835.5	53.80998563	88.43251755
836	53.80998563	83.55037132
836.5	53.80998563	88.85502187
837	53.80998563	91.24477632
837.5	53.80998563	82.17300047
838	53.80998563	86.52114852
838.5	53.80998563	85.60221166
839	53.80998563	89.42304784
839.5	53.80998563	94.14037555
840	53.80998563	77.5757664
840.5	53.80998563	82.69279796
841	53.80998563	76.54811815
841.5	53.80998563	80.08457145
842	53.80998563	81.39591607
842.5	53.80998563	86.6138392
843	53.80998563	83.72683141
843.5	53.80998563	88.05397475
844	53.80998563	92.89540284
844.5	53.80998563	85.74785459
845	53.80998563	80.38463645
845.5	53.80998563	75.87688792
846	53.80998563	76.10598643
846.5	53.80998563	71.01496961
847	53.80998563	74.81647143
847.5	53.80998563	76.25222909
848	53.80998563	75.9000464
848.5	53.80998563	77.78991365
849	53.80998563	78.06442368
849.5	53.80998563	90.26661854
850	53.80998563	90.94893542
850.5	53.80998563	86.48091069
851	53.80998563	85.65479545
851.5	53.80998563	87.5994629
852	9.257490039	60.27303766
852.5	9.257490039	36.70797559
853	9.257490039	31.32741555
853.5	9.257490039	23.41562477
854	9.257490039	17.49797047
854.5	9.257490039	14.55375154
855	9.257490039	18.61203929
855.5	9.257490039	17.61642908
856	9.257490039	11.80310261
856.5	9.257490039	13.24020517
857	9.257490039	5.851939481
857.5	9.257490039	10.50461678
858	9.257490039	12.78074015
858.5	9.257490039	15.91828606
859	9.257490039	16.02709609
859.5	9.257490039	19.71213882
860	9.257490039	21.01595627
860.5	9.257490039	22.38647364
861	9.257490039	18.93350197
861.5	9.257490039	18.07877097
862	9.257490039	8.717960647
862.5	9.257490039	4.097166075
863	9.257490039	7.214542775
863.5	9.257490039	11.08129727
864	9.257490039	6.984010842
864.5	9.257490039	10.53044313
865	9.257490039	11.5806454
865.5	9.257490039	7.269588408
866	9.257490039	13.82702806
866.5	9.257490039	11.89399061
867	9.257490039	9.136868068
867.5	9.257490039	9.286331941
868	9.257490039	10.69828792
868.5	9.257490039	12.72390028
869	9.257490039	14.90768117
869.5	9.257490039	12.92166514
870	9.257490039	5.19211606
870.5	9.257490039	10.12977795
871	9.257490039	9.094713431
871.5	9.257490039	11.87572894
872	9.257490039	9.905830126
872.5	9.257490039	9.54285172
873	9.257490039	11.9820399
873.5	9.257490039	14.14012554
874	9.257490039	12.6393595
874.5	9.257490039	7.299580216
875	9.257490039	16.61903379
875.5	9.257490039	17.69766937
876	9.257490039	26.51332013
876.5	9.257490039	18.23401897
877	9.257490039	23.91606872
877.5	9.257490039	20.26924181
878	9.257490039	17.89766365
878.5	9.257490039	17.44427931
879	9.257490039	10.28500324
879.5	9.257490039	8.186055294
880	9.257490039	6.271300197
880.5	9.257490039	2.968354331
881	9.257490039	11.01676129
881.5	9.257490039	5.437028402
882	9.257490039	0.776503512
882.5	9.257490039	4.034834355
883	9.257490039	15.98522346
883.5	9.257490039	14.72007532
884	9.257490039	5.873867605
884.5	9.257490039	4.352066624
885	9.257490039	5.90648977
885.5	9.257490039	8.028146685
886	9.257490039	13.12512534
886.5	9.257490039	13.82868559
887	9.257490039	14.18851626
887.5	9.257490039	14.93925561
888	9.257490039	17.69747269
888.5	9.257490039	19.85159738
889	9.257490039	15.06999979
889.5	9.257490039	13.38884764
890	9.257490039	12.20059762
890.5	9.257490039	15.54550429
891	9.257490039	9.062043842
891.5	9.257490039	13.00913985
892	9.257490039	11.97132232
892.5	9.257490039	16.70018377
893	9.257490039	11.09540915
893.5	9.257490039	9.672855982
894	9.257490039	5.66207336
894.5	9.257490039	8.112271587
895	9.257490039	11.21187892
895.5	9.257490039	11.97172918
896	9.257490039	9.388647284
896.5	9.257490039	20.94593088
897	9.257490039	21.49159738
897.5	9.257490039	11.97165606
898	9.257490039	10.1913337
898.5	9.257490039	15.04283091
899	9.257490039	15.28766031
899.5	9.257490039	14.16568235
900	9.257490039	5.579657259
900.5	9.257490039	8.54674166
901	9.257490039	14.31281427
901.5	9.257490039	15.59609547
902	9.257490039	16.23031686
902.5	9.257490039	15.09677712
903	9.257490039	10.70551584
903.5	9.257490039	5.673434045
904	9.257490039	12.06582607
904.5	9.257490039	15.83888524
905	9.257490039	13.95814757
905.5	9.257490039	12.36813742
906	9.257490039	18.53502113
906.5	9.257490039	16.39784451
907	9.257490039	22.42683389
907.5	9.257490039	14.70032127
908	9.257490039	16.45134224
908.5	9.257490039	21.84901947
909	9.257490039	16.41668239
909.5	9.257490039	17.34710305
910	9.257490039	26.87359062
910.5	9.257490039	22.90933426
911	9.257490039	25.3760394
911.5	9.257490039	21.58529856
912	9.257490039	10.4622182
912.5	9.257490039	4.683996762
913	9.257490039	1.586807139
913.5	9.257490039	8.165879645
914	9.257490039	7.287450044
914.5	9.257490039	6.118326689
915	9.257490039	6.800072337
915.5	9.257490039	11.9329899
916	9.257490039	21.59473992
916.5	9.257490039	15.26500529
917	9.257490039	19.52168313
917.5	9.257490039	4.963040048
918	9.257490039	17.18539281
918.5	9.257490039	25.2298012
919	9.257490039	24.5320322
919.5	9.257490039	12.29404513
920	9.257490039	10.28650342
920.5	9.257490039	6.02188857
921	9.257490039	12.62975829
921.5	9.257490039	13.46928088
922	9.257490039	11.8656848
922.5	9.257490039	7.287050131
923	9.257490039	8.64352544
923.5	9.257490039	7.789719423
924	9.257490039	13.28470954
924.5	9.257490039	21.13591586
925	9.257490039	17.37721811
925.5	9.257490039	23.16654191
926	9.257490039	28.90712132
926.5	9.257490039	22.21609307
927	9.257490039	14.72114175
927.5	9.257490039	8.348404775
928	9.257490039	6.612562769
928.5	9.257490039	9.766778558
929	9.257490039	10.75193737
929.5	9.257490039	8.782554143
930	9.257490039	16.86529313
930.5	9.257490039	16.79700694
931	9.257490039	8.934112073
931.5	9.257490039	10.74282836
932	9.257490039	16.87976473
932.5	9.257490039	15.50379032
933	9.257490039	15.24379665
933.5	9.257490039	17.76896373
934	9.257490039	21.72921844
934.5	9.257490039	15.31871578
935	9.257490039	12.31351915
935.5	9.257490039	14.14295874
936	9.257490039	10.21461673
936.5	9.257490039	9.645783496
937	9.257490039	10.62173421
937.5	9.257490039	21.45524972
938	9.257490039	12.03400232
938.5	9.257490039	7.153690331
939	9.257490039	1.608278701
939.5	9.257490039	6.359066703
940	9.257490039	8.89931026
940.5	9.257490039	9.894123621
941	9.257490039	12.0737705
941.5	9.257490039	11.41673403
