t	u	y
942	53.39337016	39.14480207
942.5	53.39337016	54.89206123
943	53.39337016	71.97522485
943.5	53.39337016	76.41812746
944	53.39337016	79.36604557
944.5	53.39337016	79.50812089
945	53.39337016	83.44349603
945.5	53.39337016	87.96312034
946	53.39337016	78.14611286
946.5	53.39337016	85.6876307
947	53.39337016	76.69427417
947.5	53.39337016	68.89680984
948	53.39337016	69.96111609
948.5	53.39337016	82.55767122
949	53.39337016	78.64088987
949.5	53.39337016	80.71835584
950	53.39337016	86.84022367
950.5	53.39337016	78.40166901
951	53.39337016	72.82004522
951.5	53.39337016	74.93723243
952	53.39337016	72.38681852
952.5	53.39337016	80.84462611
953	53.39337016	83.59433005
953.5	53.39337016	76.69297275
954	53.39337016	75.41074834
954.5	53.39337016	78.48462876
955	53.39337016	77.44810802
955.5	53.39337016	75.54752376
956	53.39337016	74.41254652
956.5	53.39337016	75.75328411
957	53.39337016	84.69488074
957.5	53.39337016	89.30647349
958	53.39337016	89.43743244
958.5	53.39337016	80.84808102
959	53.39337016	80.66194325
959.5	53.39337016	85.79854801
960	53.39337016	80.53796851
960.5	53.39337016	76.52004482
961	53.39337016	79.20734887
961.5	53.39337016	82.84269116
962	53.39337016	76.38915946
962.5	53.39337016	73.29627039
963	53.39337016	76.3595562
963.5	53.39337016	85.78854139
964	53.39337016	84.0241635
964.5	53.39337016	81.72761939
965	53.39337016	82.69189192
965.5	53.39337016	84.35408562
966	53.39337016	82.87997733
966.5	53.39337016	76.91570287
967	53.39337016	79.42622571
967.5	53.39337016	74.76539023
968	53.39337016	78.14071378
968.5	53.39337016	70.35736168
969	53.39337016	77.52019649
969.5	53.39337016	83.59765211
970	53.39337016	83.13979294
970.5	53.39337016	83.83347527
971	53.39337016	83.41316656
971.5	53.39337016	80.88490142
972	53.39337016	77.91275465
972.5	53.39337016	74.84630075
973	53.39337016	73.23468702
973.5	53.39337016	77.93858325
974	53.39337016	78.5193983
974.5	53.39337016	77.77271104
975	53.39337016	83.831631
975.5	53.39337016	87.01668157
976	53.39337016	90.11030329
976.5	53.39337016	79.53149617
977	53.39337016	76.54085822
977.5	53.39337016	74.94215479
978	53.39337016	74.79798114
978.5	53.39337016	80.72192357
979	53.39337016	80.69402578
979.5	53.39337016	78.30544769
980	53.39337016	81.06303637
980.5	53.39337016	78.66299381
981	53.39337016	76.98589833
981.5	53.39337016	77.63100912
982	53.39337016	81.51240677
982.5	53.39337016	79.62501939
983	53.39337016	72.48923949
983.5	53.39337016	77.28508106
984	53.39337016	78.70949783
984.5	53.39337016	73.01519951
985	53.39337016	76.85071733
985.5	53.39337016	84.78388803
986	53.39337016	83.88843421
986.5	53.39337016	82.25780501
987	53.39337016	84.26075712
987.5	53.39337016	73.56450482
988	53.39337016	75.56669153
988.5	53.39337016	74.51455412
989	53.39337016	85.84475509
989.5	53.39337016	74.24036742
990	53.39337016	71.99375062
990.5	53.39337016	74.1085821
991	53.39337016	80.74486384
991.5	53.39337016	91.13633835
992	53.39337016	90.39917924
992.5	53.39337016	89.54909073
993	53.39337016	87.4822632
993.5	53.39337016	88.2096951
994	53.39337016	81.54000495
994.5	53.39337016	74.8720868
995	53.39337016	72.29891509
995.5	53.39337016	68.63304023
996	53.39337016	72.74750415
996.5	53.39337016	75.70330827
997	53.39337016	73.04847818
997.5	53.39337016	78.71343187
998	53.39337016	77.81356121
998.5	53.39337016	82.21213756
999	53.39337016	90.07295396
999.5	53.39337016	89.10198791
1000	53.39337016	95.13203535
1000.5	53.39337016	89.87407413
1001	53.39337016	79.32747376
1001.5	53.39337016	70.58349213
1002	53.39337016	74.16152594
1002.5	53.39337016	74.26897256
1003	53.39337016	78.57430899
1003.5	53.39337016	83.82843014
1004	53.39337016	89.07183869
1004.5	53.39337016	89.52991541
1005	53.39337016	78.64104387
1005.5	53.39337016	84.02688666
1006	53.39337016	79.25181767
1006.5	53.39337016	86.11905365
1007	53.39337016	83.01862213
1007.5	53.39337016	72.91542251
1008	53.39337016	73.28272609
1008.5	53.39337016	80.3195303
1009	53.39337016	81.38941464
1009.5	53.39337016	86.81211475
1010	53.39337016	85.39589922
1010.5	53.39337016	85.41507369
1011	53.39337016	82.89033501
1011.5	53.39337016	79.24599085
1012	53.39337016	82.06345384
1012.5	53.39337016	76.84690524
1013	53.39337016	75.91286752
1013.5	53.39337016	82.37988813
1014	53.39337016	83.99454711
1014.5	53.39337016	85.52810687
1015	53.39337016	85.77774117
1015.5	53.39337016	82.80842458
1016	53.39337016	88.19397998
1016.5	53.39337016	87.62005595
1017	53.39337016	92.77511449
1017.5	53.39337016	83.12059436
1018	53.39337016	86.04611388
1018.5	53.39337016	81.00817559
1019	53.39337016	84.13013956
1019.5	53.39337016	82.02783064
1020	53.39337016	83.79312668
1020.5	53.39337016	75.64100955
1021	53.39337016	74.29781628
1021.5	53.39337016	76.86033746
1022	53.39337016	80.73851741
1022.5	53.39337016	79.10573781
1023	53.39337016	76.70147871
1023.5	53.39337016	69.12430316
1024	53.39337016	74.5471251
1024.5	53.39337016	66.34227345
1025	53.39337016	72.53054895
1025.5	53.39337016	69.56827991
1026	29.25545775	59.55224438
1026.5	29.25545775	55.86157762
1027	29.25545775	49.74486231
1027.5	29.25545775	43.15978027
1028	29.25545775	43.28238215
1028.5	29.25545775	40.51245713
1029	29.25545775	38.81415274
1029.5	29.25545775	43.26101503
1030	29.25545775	46.50740597
1030.5	29.25545775	46.00320323
1031	29.25545775	51.37380649
1031.5	29.25545775	52.4209816
1032	29.25545775	47.94493232
1032.5	29.25545775	43.74624282
1033	29.25545775	41.47963993
1033.5	29.25545775	39.29255247
1034	29.25545775	43.64769563
1034.5	29.25545775	40.87974209
1035	29.25545775	49.83671863
1035.5	29.25545775	43.40092399
1036	29.25545775	45.56488331
1036.5	29.25545775	50.23149489
1037	29.25545775	52.45688413
1037.5	29.25545775	47.73424081
1038	29.25545775	48.34312222
1038.5	29.25545775	38.8389584
1039	29.25545775	40.65654683
1039.5	29.25545775	42.67990347
1040	29.25545775	42.97064745
1040.5	29.25545775	42.56578279
1041	29.25545775	42.76381635
1041.5	29.25545775	34.85251244
1042	29.25545775	46.11951348
1042.5	29.25545775	48.40721904
1043	29.25545775	49.61960527
1043.5	29.25545775	52.89328232
1044	29.25545775	49.65621447
1044.5	29.25545775	42.99696446
1045	29.25545775	48.91247784
1045.5	29.25545775	47.58045525
1046	29.25545775	47.89926609
1046.5	29.25545775	49.30320224
1047	29.25545775	43.66821872
1047.5	29.25545775	41.78747406
1048	29.25545775	43.72510059
1048.5	29.25545775	45.05075112
1049	29.25545775	44.69361381
1049.5	29.25545775	50.34184324
1050	29.25545775	37.84290522
1050.5	29.25545775	44.39955291
1051	29.25545775	47.09614921
1051.5	29.25545775	46.29053643
1052	29.25545775	43.95578712
1052.5	29.25545775	48.60357066
1053	29.25545775	43.80335831
1053.5	29.25545775	38.59492428
1054	29.25545775	36.35863405
1054.5	29.25545775	38.39091893
1055	29.25545775	43.9913829
1055.5	29.25545775	40.98815868
1056	29.25545775	36.41482324
1056.5	29.25545775	35.42558059
1057	29.25545775	30.58444404
1057.5	29.25545775	39.3183982
1058	29.25545775	45.41171656
1058.5	29.25545775	47.54819257
1059	29.25545775	42.25966214
1059.5	29.25545775	43.63947763
1060	29.25545775	43.58444951
1060.5	29.25545775	47.27711838
1061	29.25545775	46.62581149
1061.5	29.25545775	53.48620523
1062	29.25545775	46.95244617
1062.5	29.25545775	40.7845164
1063	29.25545775	38.82801345
1063.5	29.25545775	33.48741149
1064	29.25545775	45.97373548
1064.5	29.25545775	40.67605214
1065	29.25545775	42.7209546
1065.5	29.25545775	52.7589491
1066	29.25545775	49.52468619
1066.5	29.25545775	40.89967668
1067	29.25545775	42.0050555
1067.5	29.25545775	47.50670803
1068	29.25545775	47.36056455
1068.5	29.25545775	48.50158174
1069	29.25545775	41.3111952
1069.5	29.25545775	44.40894256
1070	29.25545775	43.90495173
1070.5	29.25545775	43.09904451
1071	29.25545775	43.82292591
1071.5	29.25545775	45.11071129
1072	29.25545775	40.27869008
1072.5	29.25545775	43.14437613
1073	29.25545775	43.24787116
1073.5	29.25545775	33.06473504
1074	29.25545775	37.85689468
1074.5	29.25545775	41.8277084
1075	29.25545775	35.42608078
1075.5	29.25545775	36.76050515
1076	29.25545775	46.18965864
1076.5	29.25545775	44.11943641
1077	29.25545775	40.98299683
1077.5	29.25545775	43.94903449
1078	29.25545775	51.65445708
1078.5	29.25545775	51.0684273
1079	29.25545775	48.77518191
1079.5	29.25545775	46.94154176
1080	29.25545775	44.00608427
1080.5	29.25545775	45.6532398
1081	29.25545775	46.99760053
1081.5	29.25545775	45.36565961
1082	29.25545775	38.91646297
1082.5	29.25545775	39.30274252
1083	29.25545775	41.6593482
1083.5	29.25545775	48.16209256
1084	29.25545775	49.77164279
1084.5	29.25545775	37.30452519
1085	29.25545775	37.97645859
1085.5	29.25545775	37.34814513
1086	29.25545775	41.96289435
1086.5	29.25545775	40.61418007
1087	29.25545775	41.42953608
1087.5	29.25545775	37.06961781
1088	29.25545775	37.897584
1088.5	29.25545775	44.1713562
1089	29.25545775	46.02061296
1089.5	29.25545775	39.67217457
1090	29.25545775	44.94340024
1090.5	29.25545775	37.19389498
1091	29.25545775	38.22275004
1091.5	29.25545775	36.62984611
1092	29.25545775	37.75315074
1092.5	29.25545775	31.5731637
1093	29.25545775	36.88254087
1093.5	29.25545775	36.30002015
1094	29.25545775	43.54590302
1094.5	29.25545775	45.75021833
1095	29.25545775	44.17723686
1095.5	29.25545775	51.18954747
1096	29.25545775	53.0074861
1096.5	29.25545775	43.96470361
1097	29.25545775	46.91613574
1097.5	29.25545775	53.50144792
1098	29.25545775	49.72421744
1098.5	29.25545775	48.3867212
1099	29.25545775	46.03193721
1099.5	29.25545775	45.27097026
1100	29.25545775	45.88857074
1100.5	29.25545775	48.91849018
1101	29.25545775	45.20130184
1101.5	29.25545775	48.54973668
1102	29.25545775	39.87807847
1102.5	29.25545775	44.13123142
1103	29.25545775	43.12072502
1103.5	29.25545775	53.7132661
1104	29.25545775	45.68245762
1104.5	29.25545775	44.56353441
1105	29.25545775	45.00217904
1105.5	29.25545775	36.00756121
1106	29.25545775	38.9866983
1106.5	29.25545775	41.2157446
1107	29.25545775	39.06622228
1107.5	29.25545775	43.68831024
1108	29.25545775	41.60585217
1108.5	29.25545775	52.93641789
1109	29.25545775	57.28986402
1109.5	29.25545775	42.98859491
1110	29.25545775	44.27971298
1110.5	29.25545775	43.58606981
1111	29.25545775	48.15546537
1111.5	29.25545775	48.05152529
1112	29.25545775	52.0411526
1112.5	29.25545775	48.7775556
1113	29.25545775	48.98389162
1113.5	29.25545775	47.17471749
1114	29.25545775	43.20786587
1114.5	29.25545775	50.9315967
1115	29.25545775	54.15120536
1115.5	29.25545775	48.87870672
1116	6.977271192	35.66760239
1116.5	6.977271192	21.20553976
1117	6.977271192	17.13051668
1117.5	6.977271192	11.06087251
1118	6.977271192	14.11376925
1118.5	6.977271192	20.64824752
1119	6.977271192	14.35055683
1119.5	6.977271192	16.89302532
1120	6.977271192	16.53330429
1120.5	6.977271192	6.996841247
1121	6.977271192	5.946290598
1121.5	6.977271192	5.322251865
1122	6.977271192	16.21711796
1122.5	6.977271192	12.13103893
1123	6.977271192	1.939214224
1123.5	6.977271192	8.412115828
1124	6.977271192	12.39493649
1124.5	6.977271192	13.59161776
1125	6.977271192	11.85830035
1125.5	6.977271192	11.48174015
1126	6.977271192	12.12820264
1126.5	6.977271192	16.85033772
1127	6.977271192	14.59465491
1127.5	6.977271192	12.12416587
1128	6.977271192	8.551491682
1128.5	6.977271192	18.73637522
1129	6.977271192	14.97678526
1129.5	6.977271192	10.06818466
1130	6.977271192	1.613153388
1130.5	6.977271192	3.440248088
1131	6.977271192	11.00275235
1131.5	6.977271192	6.805468028
1132	6.977271192	6.716727008
1132.5	6.977271192	14.20131024
1133	6.977271192	6.592855756
1133.5	6.977271192	2.057524931
1134	6.977271192	9.623150029
1134.5	6.977271192	16.93230752
1135	6.977271192	22.04268417
1135.5	6.977271192	20.56913605
1136	6.977271192	17.10109291
1136.5	6.977271192	13.50208248
1137	6.977271192	10.79225086
1137.5	79.50772629	51.9582296
1138	79.50772629	84.12151132
1138.5	79.50772629	104.5376976
1139	79.50772629	112.6867316
1139.5	79.50772629	120.7901668
1140	79.50772629	123.4833217
1140.5	79.50772629	127.7859674
1141	79.50772629	127.1889257
1141.5	79.50772629	124.6827041
1142	79.50772629	127.5028989
1142.5	79.50772629	124.7954218
1143	79.50772629	119.697791
1143.5	79.50772629	111.5131168
1144	79.50772629	120.5416947
1144.5	79.50772629	124.264465
1145	79.50772629	127.7498822
1145.5	79.50772629	116.9447416
1146	79.50772629	124.0827331
1146.5	79.50772629	123.7430009
1147	79.50772629	124.4133938
1147.5	79.50772629	117.0012722
1148	79.50772629	113.0481753
1148.5	79.50772629	115.2091101
1149	79.50772629	112.0479566
1149.5	79.50772629	114.8995631
1150	79.50772629	112.5841031
1150.5	79.50772629	113.1423627
1151	79.50772629	119.104118
1151.5	79.50772629	112.0452384
1152	79.50772629	111.8222499
1152.5	79.50772629	117.0603531
1153	79.50772629	118.6556325
1153.5	79.50772629	119.4871457
1154	79.50772629	123.475257
1154.5	79.50772629	115.682004
1155	79.50772629	112.3431763
1155.5	79.50772629	111.0317852
1156	79.50772629	111.2832709
1156.5	79.50772629	111.4598405
1157	79.50772629	114.6558305
1157.5	79.50772629	122.0773098
1158	79.50772629	116.8744923
1158.5	79.50772629	119.3065502
1159	79.50772629	121.0196856
1159.5	79.50772629	118.9373808
1160	79.50772629	118.6063484
1160.5	79.50772629	112.0752144
1161	79.50772629	106.9336922
1161.5	79.50772629	114.3847294
1162	79.50772629	109.8026049
1162.5	79.50772629	116.7629569
1163	79.50772629	119.6014223
1163.5	79.50772629	126.2715789
1164	79.50772629	122.156488
1164.5	79.50772629	119.5448794
1165	79.50772629	122.3730161
1165.5	79.50772629	130.6290907
1166	79.50772629	121.3434117
1166.5	79.50772629	121.1885153
1167	79.50772629	118.6287764
1167.5	79.50772629	112.5215292
1168	79.50772629	120.3596034
1168.5	79.50772629	131.1588375
1169	79.50772629	126.6237305
1169.5	79.50772629	121.6575453
1170	79.50772629	131.7539826
1170.5	79.50772629	123.2541188
1171	79.50772629	125.8441292
1171.5	79.50772629	120.5020736
1172	79.50772629	122.4741171
1172.5	79.50772629	120.0033686
1173	79.50772629	115.5169179
1173.5	79.50772629	116.561644
1174	79.50772629	113.7913402
1174.5	79.50772629	124.3259484
1175	79.50772629	125.2058547
1175.5	79.50772629	119.5294086
1176	79.50772629	114.2706347
1176.5	79.50772629	117.9817764
1177	79.50772629	116.5071068
1177.5	79.50772629	125.249404
1178	79.50772629	117.6634592
1178.5	79.50772629	118.9072295
1179	79.50772629	118.091138
1179.5	79.50772629	121.0424681
1180	79.50772629	123.2896535
1180.5	79.50772629	120.3922251
1181	79.50772629	127.1001453
1181.5	79.50772629	124.2598143
1182	79.50772629	118.7383107
1182.5	79.50772629	113.6791032
1183	79.50772629	115.1441367
1183.5	79.50772629	118.1433305
1184	79.50772629	121.4494617
1184.5	79.50772629	123.4332188
1185	79.50772629	119.9859188
1185.5	79.50772629	113.6871033
1186	79.50772629	116.388729
1186.5	79.50772629	115.0709457
1187	79.50772629	118.001024
1187.5	79.50772629	118.5761104
1188	79.50772629	110.8263834
1188.5	79.50772629	110.3238508
1189	79.50772629	111.3640582
1189.5	69.78685811	105.4102528
1190	69.78685811	103.306613
1190.5	69.78685811	109.7945894
1191	69.78685811	102.7085812
1191.5	69.78685811	101.0329074
1192	69.78685811	99.10746392
1192.5	69.78685811	102.16193
1193	69.78685811	112.0544139
1193.5	69.78685811	109.8327557
1194	69.78685811	103.0572955
1194.5	69.78685811	105.5145928
1195	69.78685811	100.9200217
1195.5	69.78685811	100.9139768
1196	69.78685811	105.2851964
1196.5	69.78685811	96.50921988
1197	69.78685811	97.86640011
1197.5	69.78685811	104.7781623
1198	69.78685811	104.109598
1198.5	69.78685811	105.7882686
1199	69.78685811	106.3193641
1199.5	69.78685811	102.5326313
1200	69.78685811	102.2614587
1200.5	69.78685811	100.103787
1201	69.78685811	109.5461538
1201.5	69.78685811	108.3947437
1202	69.78685811	113.2817393
1202.5	69.78685811	108.2793431
1203	69.78685811	105.2596806
1203.5	69.78685811	107.6490505
1204	69.78685811	105.4731766
1204.5	69.78685811	109.240957
1205	69.78685811	97.75575732
1205.5	69.78685811	98.42840953
1206	69.78685811	104.4276274
1206.5	69.78685811	104.1882422
1207	69.78685811	101.877887
1207.5	69.78685811	104.7891723
1208	69.78685811	99.30242274
1208.5	69.78685811	104.5856274
1209	69.78685811	106.4832364
1209.5	69.78685811	106.1799689
1210	69.78685811	110.9590775
1210.5	69.78685811	116.0748473
1211	69.78685811	115.2007853
1211.5	69.78685811	109.8646819
1212	69.78685811	101.6778921
1212.5	69.78685811	102.5828804
1213	69.78685811	101.4578797
1213.5	69.78685811	100.7622285
1214	69.78685811	96.65895261
1214.5	69.78685811	104.3950487
1215	69.78685811	105.6285913
1215.5	69.78685811	105.6830224
1216	69.78685811	111.2757174
1216.5	69.78685811	115.2000034
1217	69.78685811	104.862109
1217.5	69.78685811	101.8894247
1218	69.78685811	100.3172257
1218.5	69.78685811	102.5294622
1219	69.78685811	103.623366
1219.5	69.78685811	101.7011803
1220	69.78685811	109.7585967
1220.5	69.78685811	109.351287
1221	69.78685811	105.4231188
1221.5	69.78685811	104.312653
1222	69.78685811	106.6941927
1222.5	69.78685811	108.4435639
1223	69.78685811	111.2643404
1223.5	69.78685811	106.7919075
1224	69.78685811	107.3503464
1224.5	69.78685811	99.56019378
1225	69.78685811	98.79509325
1225.5	69.78685811	103.8547378
1226	69.78685811	100.2629503
1226.5	69.78685811	103.1096821
1227	69.78685811	97.20360469
1227.5	69.78685811	94.33508879
1228	69.78685811	102.318093
1228.5	69.78685811	105.5876462
1229	69.78685811	104.1300029
1229.5	69.78685811	103.3978994
1230	69.78685811	102.2153513
1230.5	69.78685811	102.6099716
1231	69.78685811	113.6185027
1231.5	69.78685811	110.7333235
1232	69.78685811	98.12579409
1232.5	69.78685811	94.31985769
1233	69.78685811	92.30363998
1233.5	69.78685811	97.76455457
1234	69.78685811	96.74611236
1234.5	69.78685811	99.50220893
1235	69.78685811	93.93475708
1235.5	69.78685811	94.36504326
1236	69.78685811	98.89511124
1236.5	69.78685811	101.0461503
1237	69.78685811	103.8442219
1237.5	69.78685811	106.3855728
1238	69.78685811	105.0043693
1238.5	69.78685811	96.8028117
1239	69.78685811	103.1911341
1239.5	69.78685811	107.8389002
1240	69.78685811	105.0567515
1240.5	69.78685811	108.1204678
1241	69.78685811	107.8428593
1241.5	69.78685811	109.1683126
1242	69.78685811	102.2861722
1242.5	52.31173998	91.88308795
1243	52.31173998	82.47106315
1243.5	52.31173998	80.05507816
1244	52.31173998	76.53528323
1244.5	52.31173998	80.07188376
1245	52.31173998	76.77203584
1245.5	52.31173998	77.6483348
1246	52.31173998	75.05229638
1246.5	52.31173998	78.28634249
1247	52.31173998	82.7765263
1247.5	52.31173998	76.94669867
1248	52.31173998	82.95134344
1248.5	52.31173998	81.17198168
1249	52.31173998	82.92659863
1249.5	52.31173998	75.48064895
1250	52.31173998	71.39245457
1250.5	52.31173998	69.5837252
1251	52.31173998	78.58540967
1251.5	52.31173998	74.17288399
1252	52.31173998	79.01311226
1252.5	52.31173998	78.86031846
1253	52.31173998	85.37238321
1253.5	52.31173998	84.00138974
1254	52.31173998	81.31023357
1254.5	52.31173998	76.20967511
1255	52.31173998	77.28363547
1255.5	52.31173998	78.4031105
1256	52.31173998	79.60735647
1256.5	52.31173998	84.77145246
1257	52.31173998	74.40858358
1257.5	52.31173998	77.60721032
1258	52.31173998	81.76649639
1258.5	52.31173998	83.60441408
1259	52.31173998	77.1210902
1259.5	52.31173998	74.75849334
1260	52.31173998	73.98410652
1260.5	52.31173998	73.9721033
1261	52.31173998	79.24915823
1261.5	52.31173998	77.04793992
1262	52.31173998	78.27183235
1262.5	52.31173998	75.86021407
1263	52.31173998	77.3957664
1263.5	52.31173998	85.37724801
1264	52.31173998	75.73853961
1264.5	52.31173998	73.91162969
1265	52.31173998	75.99686945
1265.5	52.31173998	75.02574442
1266	52.31173998	76.44405721
1266.5	52.31173998	75.17356343
1267	52.31173998	70.43536774
1267.5	52.31173998	71.24925728
1268	52.31173998	75.69645667
1268.5	52.31173998	75.37199013
1269	52.31173998	72.86946607
1269.5	52.31173998	78.31373234
1270	52.31173998	79.54592336
1270.5	52.31173998	82.76323613
1271	52.31173998	81.63652515
1271.5	52.31173998	83.63096337
1272	52.31173998	82.00122529
1272.5	52.31173998	83.56287862
1273	52.31173998	75.95903707
1273.5	52.31173998	76.86299303
1274	52.31173998	78.03823216
1274.5	52.31173998	73.84054338
1275	52.31173998	75.23191343
1275.5	52.31173998	78.16133055
1276	52.31173998	85.50056146
1276.5	52.31173998	81.21490821
1277	52.31173998	86.6151321
1277.5	52.31173998	83.17685287
1278	52.31173998	85.3992725
1278.5	52.31173998	79.39223465
1279	52.31173998	77.03937252
1279.5	52.31173998	70.31895744
1280	52.31173998	75.93521595
1280.5	52.31173998	73.90680342
1281	52.31173998	81.03361712
1281.5	52.31173998	85.97222536
1282	52.31173998	81.43471714
1282.5	52.31173998	81.40703162
1283	52.31173998	74.23575936
1283.5	52.31173998	73.84245272
1284	52.31173998	78.43255138
1284.5	52.31173998	80.69295961
1285	52.31173998	73.63367579
1285.5	52.31173998	80.75368185
1286	52.31173998	88.88372251
1286.5	52.31173998	84.65732068
1287	52.31173998	80.42165014
1287.5	52.31173998	75.75071741
1288	52.31173998	79.66087692
1288.5	52.31173998	84.9664914
1289	52.31173998	86.35940396
1289.5	52.31173998	85.4487654
1290	52.31173998	76.3177537
1290.5	52.31173998	84.87667506
1291	52.31173998	91.39319379
1291.5	52.31173998	83.1563958
1292	52.31173998	80.31572412
1292.5	52.31173998	80.13609771
1293	52.31173998	74.57464983
1293.5	52.31173998	73.11308521
1294	52.31173998	78.30020007
1294.5	52.31173998	81.61434086
1295	52.31173998	74.21802403
1295.5	52.31173998	69.30372768
1296	52.31173998	71.41104968
1296.5	52.31173998	75.63919376
1297	52.31173998	79.38511786
1297.5	52.31173998	77.58558143
1298	52.31173998	71.63389695
1298.5	52.31173998	78.61319458
1299	52.31173998	78.48544863
1299.5	52.31173998	77.99662184
1300	52.31173998	74.31976659
1300.5	52.31173998	77.62229796
1301	52.31173998	81.36277348
1301.5	52.31173998	82.44289157
1302	52.31173998	85.94331974
1302.5	52.31173998	84.61436524
1303	52.31173998	80.19219626
1303.5	52.31173998	84.64538404
1304	52.31173998	75.96137621
1304.5	52.31173998	75.5800681
1305	52.31173998	70.10928329
1305.5	52.31173998	79.71296216
1306	52.31173998	69.71305421
1306.5	52.31173998	72.27921676
1307	52.31173998	70.86205022
1307.5	52.31173998	70.36992834
1308	52.31173998	82.79648288
1308.5	52.31173998	85.40031903
1309	52.31173998	83.47240564
1309.5	52.31173998	82.86723565
1310	52.31173998	71.37643053
1310.5	52.31173998	73.98440993
1311	52.31173998	72.45601095
1311.5	52.31173998	71.68682699
1312	52.31173998	72.94651101
1312.5	52.31173998	75.20726804
1313	52.31173998	70.2931048
1313.5	52.31173998	61.71620247
1314	52.31173998	65.17158033
1314.5	52.31173998	71.91403255
1315	52.31173998	77.06282404
1315.5	52.31173998	78.91671194
1316	52.31173998	83.23797271
1316.5	52.31173998	80.04594096
1317	52.31173998	69.68106546
1317.5	52.31173998	68.33900893
1318	52.31173998	69.10006686
1318.5	52.31173998	75.56971961
1319	52.31173998	86.3945842
1319.5	52.31173998	79.22399133
1320	52.31173998	70.37742172
1320.5	52.31173998	69.36983416
1321	52.31173998	66.53185099
1321.5	52.31173998	77.63033204
1322	52.31173998	85.46601758
1322.5	52.31173998	81.81572821
1323	52.31173998	81.96688455
1323.5	52.31173998	77.43220284
1324	52.31173998	73.86913327
1324.5	52.31173998	80.99404314
1325	52.31173998	80.28284932
1325.5	52.31173998	81.11503799
1326	52.31173998	85.77537817
1326.5	52.31173998	84.09079323
1327	52.31173998	85.87558305
1327.5	52.31173998	81.88960105
1328	52.31173998	83.78042365
1328.5	52.31173998	82.20540418
1329	52.31173998	81.98129431
1329.5	52.31173998	87.57892876
1330	52.31173998	81.57657496
1330.5	52.31173998	81.43986819
1331	52.31173998	80.83008165
1331.5	52.31173998	85.25728219
1332	52.31173998	73.76873069
1332.5	52.31173998	77.31747062
1333	52.31173998	76.42460622
1333.5	52.31173998	88.13955349
1334	52.31173998	80.26205494
1334.5	52.31173998	71.53640121
1335	52.31173998	73.19625069
1335.5	52.31173998	77.95454334
1336	52.31173998	76.30636313
1336.5	52.31173998	70.42966645
1337	52.31173998	78.79596754
1337.5	52.31173998	78.52314084
1338	52.31173998	82.55442239
1338.5	52.31173998	78.28633398
1339	52.31173998	76.61892534
1339.5	52.31173998	76.19088353
1340	52.31173998	68.3073407
1340.5	42.70829547	66.21933992
1341	42.70829547	66.18513243
1341.5	42.70829547	68.03861014
1342	42.70829547	70.78370101
1342.5	42.70829547	69.69509023
1343	42.70829547	61.50962391
1343.5	42.70829547	58.3553311
1344	42.70829547	58.64466073
1344.5	42.70829547	62.95608748
1345	42.70829547	69.59909828
1345.5	42.70829547	70.56827355
1346	42.70829547	72.10950273
1346.5	42.70829547	65.40405494
1347	42.70829547	66.43535571
1347.5	42.70829547	65.10740813
1348	42.70829547	57.42558309
1348.5	42.70829547	60.22294159
1349	42.70829547	63.70668916
1349.5	42.70829547	60.49538784
1350	42.70829547	56.47994631
1350.5	42.70829547	53.2078072
1351	42.70829547	59.23435836
1351.5	42.70829547	55.06897417
1352	42.70829547	62.73494963
1352.5	42.70829547	63.34989836
1353	42.70829547	59.91928863
1353.5	42.70829547	61.27274774
1354	42.70829547	64.51709154
1354.5	42.70829547	63.62276893
1355	42.70829547	64.20324285
1355.5	42.70829547	59.11634246
1356	42.70829547	63.48991899
1356.5	42.70829547	53.06324468
1357	42.70829547	55.37516952
1357.5	42.70829547	61.91598032
1358	42.70829547	68.57473435
1358.5	42.70829547	57.4137673
1359	42.70829547	67.97442721
1359.5	42.70829547	69.69115758
1360	42.70829547	72.58364597
1360.5	42.70829547	72.34921338
1361	42.70829547	68.75458373
1361.5	42.70829547	73.98864377
1362	42.70829547	67.81160512
1362.5	42.70829547	63.056511
1363	42.70829547	63.86443287
1363.5	42.70829547	73.09215137
1364	42.70829547	66.7437056
1364.5	42.70829547	62.04886555
1365	42.70829547	63.83912279
1365.5	42.70829547	61.45660933
1366	42.70829547	67.80694994
1366.5	42.70829547	67.17958165
1367	42.70829547	58.0323974
1367.5	42.70829547	58.42606463
1368	42.70829547	60.23197112
1368.5	42.70829547	61.23396968
1369	42.70829547	55.61783082
1369.5	42.70829547	59.94918291
1370	42.70829547	58.99917303
1370.5	42.70829547	53.3941413
1371	42.70829547	56.81580469
1371.5	42.70829547	63.36259376
1372	42.70829547	62.89515389
1372.5	42.70829547	64.42707348
1373	42.70829547	59.66864947
1373.5	42.70829547	60.23686718
1374	42.70829547	67.58848036
1374.5	42.70829547	66.61504924
1375	42.70829547	77.10397592
1375.5	42.70829547	63.6232613
1376	42.70829547	63.18301819
1376.5	42.70829547	66.80506096
1377	42.70829547	69.33688404
1377.5	42.70829547	66.2315094
1378	42.70829547	68.74708829
1378.5	42.70829547	64.38455043
1379	42.70829547	66.19670283
1379.5	42.70829547	59.62878709
1380	42.70829547	66.02094471
1380.5	42.70829547	58.27722192
1381	42.70829547	62.73595933
1381.5	42.70829547	60.5219939
1382	42.70829547	67.99370049
1382.5	42.70829547	67.17927793
1383	42.70829547	67.70546389
